Parcel Number,Property Class,Property Status,Inventory Type,Zoned As,Address1
0010-H-00222-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 WYLIE AVE
0010-H-00235-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 MORGAN ST
0010-H-00253-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 MORGAN ST
0010-H-00268-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 HORTON ST
0010-H-00271-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 HORTON ST
0010-H-00272-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 HORTON ST
0010-H-00273-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 HORTON ST
0010-H-00274-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 HARTON
0010-H-00275-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 HORTON ST
0010-H-00276-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 HORTON ST
0010-H-00277-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 HORTON ST
0010-H-00278-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 HORTON ST
0010-H-00279-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 HORTON ST
0010-H-00280-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 HORTON ST
0010-H-00281-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 HORTON ST
0010-H-00284-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 HORTON ST
0010-H-00285-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 HORTON ST
0010-H-00286-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 HORTON ST
0010-H-00287-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 HORTON ST
0010-H-00289-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 HORTON ST
0010-H-00290-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 HORTON ST
0010-H-00291-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 HORTON ST
0010-H-00292-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 HORTON ST
0010-H-00293-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 HORTON ST
0010-H-00294-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 HORTON ST
0010-H-00295-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 HORTON ST
0010-H-00296-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 HORTON ST
0010-H-00297-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 HORTON ST
0010-H-00298-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 HORTON ST
0010-H-00299-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 WANDLESS ST
0010-H-00300-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 WANDLESS ST
0010-H-00301-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 WANDLESS ST
0010-H-00302-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 WANDLESS ST
0010-H-00303-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 WANDLESS ST
0010-H-00305-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 WANDLESS ST
0010-H-00309-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 WYLIE AVE
0010-H-00311-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 WYLIE AVE
0010-J-00173-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 WEBSTER AVE
0010-J-00179-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 WEBSTER AVE
0010-J-00183-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 DEVILLIERS ST
0010-J-00259-0000-00,Vacant Land,Disposition in Process,URA Owned,RM-M,0 ERIN ST
0010-K-00016-0000-00,Vacant Land,RFP/RFQ Issued,URA Owned,RM-M,0 MAHON ST
0010-K-00018-0000-00,Vacant Land,RFP/RFQ Issued,URA Owned,RM-M,0 MAHON ST
0010-K-00019-0000-00,Vacant Land,RFP/RFQ Issued,URA Owned,RM-M,0 MAHON ST
0010-K-00020-0000-00,Vacant Land,RFP/RFQ Issued,URA Owned,RM-M,0 MAHON ST
0010-K-00345-0000-00,Vacant Land,Available,URA Owned,RM-M,0 MCCLARREN ST
0010-L-00051-0000-00,Vacant Land,RFP/RFQ Issued,URA Owned,RM-M,0 HALLETT ST
0010-L-00056-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,RM-M,0 SOHO ST
0010-L-00057-0000-00,Vacant Land,RFP/RFQ Issued,URA Owned,RM-M,0 SOHO ST
0010-L-00059-0000-00,Vacant Land,RFP/RFQ Issued,URA Owned,RM-M,0 MAHON ST
0010-L-00075-0000-00,Vacant Land,RFP/RFQ Issued,URA Owned,RM-M,0 MAHON ST
0010-L-00081-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 MAHON ST
0010-L-00083-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 MAHON ST
0010-L-00084-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 MAHON ST
0010-L-00085-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 MAHON ST
0010-L-00086-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 MAHON ST
0010-L-00095-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,2309 HUMBER WAY
0010-L-00189-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 CHAUNCEY ST
0010-L-00191-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 CHAUNCEY ST
0010-L-00199-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 HUMBER WAY
0010-L-00200-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 HUMBER WAY
0010-L-00202-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,539 JUNILLA ST
0010-L-00204-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,549 JUNILLA ST
0010-L-00205-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,547 JUNILLA ST
0010-L-00206-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,543 JUNILLA ST
0010-L-00208-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,535 JUNILLA ST
0010-L-00211-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,531 JUNILLA ST
0010-L-00216-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,2397 HALLETT ST
0010-L-00218-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,2401 HALLETT ST
0010-L-00221-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,2395 HALLETT ST
0010-L-00233-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,2365 HALLETT ST
0010-L-00234-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 CHAUNCEY ST
0010-L-00235-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 CHAUNCEY ST
0010-L-00236-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 CHAUNCEY ST
0010-L-00238-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 CHAUNCEY ST
0010-L-00239-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 CHAUNCEY ST
0010-L-00240-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 CHAUNCEY ST
0010-L-00242-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 CENTRE AVE
0010-L-00243-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 CENTRE AVE
0010-L-00244-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 CENTRE AVE
0010-L-00245-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 CENTRE AVE
0010-L-00256-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 CENTRE AVE
0010-L-00270-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 ELBA ST
0010-L-00274-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 ELBA ST
0010-L-00275-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 ELBA ST
0010-L-00280-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,2400 HALLETT ST
0010-L-00289-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 JUNILLA ST
0010-L-00290-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 JUNILLA ST
0010-L-00330-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,2514 MAHON ST
0010-L-00331-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,2501 HALLETT ST
0010-L-00333-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,2365 HALLETT ST
0010-L-00334-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,15 CHAUNCEY ST
0010-L-00338-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,2502 HALLETT ST
0010-M-00004-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,2511 HALLETT ST
0010-M-00017-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,2512 HALLETT ST
0010-M-00018-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,2510 HALLETT ST
0010-M-00019-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,2508 HALLETT ST
0010-M-00246-0000-00,Vacant Land,Available,URA Owned,RM-H,0 BRACKENRIDGE ST
0010-N-00336-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 GROVE ST
0010-N-00339-0000-00,Vacant Land,RFP/RFQ Issued,URA Owned,RM-M,0 COVEL WAY
0010-N-00345-0000-00,Vacant Land,RFP/RFQ Issued,URA Owned,RM-M,0 GROVE ST
0010-N-00348-0000-00,Surface Parking Lot,Hold for Study,URA Owned,RM-M,0 DEVILLIERS ST
0010-N-00350-0000-00,Surface Parking Lot,Hold for Study,URA Owned,RM-M,0 DEVILLIERS ST
0010-N-00351-0000-00,Surface Parking Lot,Hold for Study,URA Owned,RM-M,0 DEVILLIERS ST
0010-N-00352-0000-00,Surface Parking Lot,Hold for Study,URA Owned,RM-M,0 DEVILLIERS ST
0010-N-00353-0000-00,Surface Parking Lot,Hold for Study,URA Owned,RM-M,0 COVEL WAY
0010-N-00355-0000-00,Surface Parking Lot,Hold for Study,URA Owned,RM-M,0 DEVILLIERS ST
0010-P-00063-0000-00,Vacant Land,RFP/RFQ Issued,URA Owned,RM-M,0 CLIFTON WAY
0010-P-00065-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 ROSE ST
0010-P-00068-0000-00,Vacant Land,RFP/RFQ Issued,URA Owned,RM-M,0 ROSE ST
0010-P-00069-0000-00,Vacant Land,RFP/RFQ Issued,URA Owned,RM-M,0 ROSE ST
0010-P-00070-0000-00,Vacant Land,RFP/RFQ Issued,URA Owned,RM-M,0 ROSE ST
0010-P-00154-0000-00,Vacant Land,Disposition in Process,URA Owned,RM-M,0 HEMANS ST
0010-P-00155-0000-00,Vacant Land,Disposition in Process,URA Owned,RM-M,0 HEMANS ST
0010-P-00156-0000-00,Vacant Land,Disposition in Process,URA Owned,RM-M,0 HEMANS ST
0010-P-00158-0000-00,Vacant Land,Disposition in Process,URA Owned,RM-M,0 HEMANS ST
0010-P-00159-0000-00,Vacant Land,Disposition in Process,URA Owned,RM-M,0 FESTUS WAY
0010-P-00159-000A-00,Vacant Land,Disposition in Process,URA Owned,RM-M,0 HEMANS ST
0010-P-00160-0000-00,Vacant Land,Disposition in Process,URA Owned,RM-M,0 HEMANS ST
0010-P-00161-0000-00,Vacant Land,Disposition in Process,URA Owned,RM-M,0 HEMANS ST
0010-P-00165-0000-00,Vacant Land,Disposition in Process,URA Owned,RM-M,0 HEMANS ST
0010-P-00171-0000-00,Surface Parking Lot,Hold for Study,URA Owned,RM-M,0 HEMANS ST
0010-P-00186-0000-00,Vacant Land,Disposition in Process,URA Owned,RM-M,2117 -2119 ROSE ST
0010-P-00187-0000-00,Vacant Land,Disposition in Process,URA Owned,RM-M,2121 ROSE ST
0010-P-00188-0000-00,Vacant Land,Disposition in Process,URA Owned,RM-M,2123 ROSE ST
0010-P-00189-0000-00,Vacant Land,Disposition in Process,URA Owned,RM-M,2125 ROSE ST
0010-P-00190-0000-00,Vacant Land,Disposition in Process,URA Owned,RM-M,2127 ROSE ST
0010-P-00192-000B-00,Vacant Land,Exclusive Negotiations,URA Owned,RM-M,0 ELMORE ST
0010-P-00192-000D-00,Vacant Land,Exclusive Negotiations,URA Owned,RM-M,0 ELMORE ST
0010-P-00196-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,RM-M,0 ROSE ST
0010-P-00203-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,RM-M,0 ROSE ST
0010-P-00204-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,RM-M,0 KIRKPATRICK ST
0010-P-00205-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,RM-M,0 KIRKPATRICK ST
0010-P-00206-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,RM-M,0 KIRKPATRICK ST
0010-P-00207-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,RM-M,0 KIRKPATRICK ST
0010-P-00208-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,RM-M,0 KIRKPATRICK ST
0011-A-00015-0000-00,Vacant Land,Site Assemblage,URA Owned,RM-M,0 ROBERTS ST
0011-A-00021-0000-00,Vacant Land,Site Assemblage,URA Owned,RM-M,0 ROBERTS ST
0011-A-00024-0000-00,Vacant Land,Site Assemblage,URA Owned,RM-M,0 ROBERTS ST
0011-A-00026-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 ROBERTS ST
0011-A-00027-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 ROBERTS ST
0011-A-00035-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,RM-M,0 REED ST
0011-A-00037-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,RM-M,0 REED ST
0011-A-00038-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,RM-M,0 REED ST
0011-A-00040-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,RM-M,0 REED ST
0011-A-00041-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,RM-M,0 REED ST
0011-A-00043-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,RM-M,0 HELDMAN ST
0011-A-00046-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,RM-M,0 HELDMAN ST
0011-A-00047-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,RM-M,0 HELDMAN ST
0011-A-00048-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,RM-M,0 HELDMAN ST
0011-A-00151-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,RM-M,0 HELDMAN ST
0011-A-00169-0000-00,Vacant Land,Site Assemblage,URA Owned,RM-M,0 DINWIDDIE ST
0011-A-00170-0000-00,Vacant Land,Site Assemblage,URA Owned,RM-M,329 DINWIDDIE ST
0011-A-00187-0000-00,Vacant Land,Site Assemblage,URA Owned,RM-M,0 DINWIDDIE ST
0011-A-00200-0000-00,Vacant Land,Site Assemblage,URA Owned,RM-M,0 DINWIDDIE ST
0011-A-00201-0000-00,Vacant Land,Site Assemblage,URA Owned,RM-M,0 DINWIDDIE ST
0011-A-00202-0000-00,Vacant Land,Site Assemblage,URA Owned,RM-M,0 DINWIDDIE ST
0011-A-00207-0000-00,Vacant Land,Site Assemblage,URA Owned,RM-M,0 WICK ST
0011-A-00208-0000-00,Vacant Land,Site Assemblage,URA Owned,RM-M,0 WICK ST
0011-A-00210-0000-00,Vacant Land,Site Assemblage,URA Owned,RM-M,0 WICK ST
0011-A-00210-000A-00,Vacant Land,Site Assemblage,URA Owned,RM-M,0 LOMBARD ST
0011-A-00212-0000-00,Vacant Land,Site Assemblage,URA Owned,RM-M,0 WICK ST
0011-A-00217-0000-00,Vacant Land,Site Assemblage,URA Owned,RM-M,0 WICK ST
0011-A-00218-0000-00,Vacant Land,Site Assemblage,URA Owned,RM-M,0 LOMBARD ST
0011-A-00221-0000-00,Vacant Land,Site Assemblage,URA Owned,RM-M,0 LOMBARD ST
0011-E-00045-0000-00,Vacant Land,Hold for Study,URA Owned,UPR-A,0 COLWELL ST
0011-E-00046-0000-00,Vacant Land,Hold for Study,URA Owned,UPR-A,0 COLWELL ST
0011-E-00052-0000-00,Vacant Land,Hold for Study,URA Owned,UPR-A,0 COLWELL ST
0011-E-00052-000A-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 COLWELL ST
0011-E-00054-0000-00,Vacant Land,Hold for Study,URA Owned,UPR-A,0 COLWELL ST
0011-E-00056-0000-00,Vacant Land,Disposition in Process,URA Owned,UPR-A,0 COLWELL ST
0011-E-00057-0000-00,Vacant Land,Disposition in Process,URA Owned,UPR-A,0 COLWELL ST
0011-E-00058-0000-00,Vacant Land,Disposition in Process,URA Owned,UPR-A,0 COLWELL ST
0011-E-00059-0000-00,Vacant Land,Disposition in Process,URA Owned,UPR-A,0 COLWELL ST
0011-E-00060-0000-00,Vacant Land,Disposition in Process,URA Owned,UPR-A,0 OUR WAY
0011-E-00060-000A-00,Vacant Land,Disposition in Process,URA Owned,RM-M,0 COLWELL ST
0011-E-00061-0000-00,Vacant Land,Disposition in Process,URA Owned,UPR-A,0 COLWELL ST
0011-E-00062-0000-00,Vacant Land,Disposition in Process,URA Owned,UPR-A,0 COLWELL ST
0011-E-00063-0000-00,Vacant Land,Disposition in Process,URA Owned,UPR-A,0 COLWELL ST
0011-E-00064-0000-00,Vacant Land,Disposition in Process,URA Owned,UPR-A,0 COLWELL ST
0011-E-00065-0000-00,Vacant Land,Disposition in Process,URA Owned,UPR-A,0 COLWELL ST
0011-E-00065-000A-00,Vacant Land,Disposition in Process,URA Owned,RM-M,0 OUR WAY
0011-E-00066-0000-00,Vacant Land,Disposition in Process,URA Owned,UPR-A,0 COLWELL ST
0011-E-00067-0000-00,Vacant Land,Disposition in Process,URA Owned,UPR-A,0 COLWELL ST
0011-E-00068-0000-00,Vacant Land,Disposition in Process,URA Owned,UPR-A,0 COLWELL ST
0011-E-00069-0000-00,Vacant Land,Disposition in Process,URA Owned,UPR-A,0 COLWELL ST
0011-E-00070-0000-00,Vacant Structure,Disposition in Process,URA Owned,UPR-A,113 DINWIDDIE ST
0011-E-00071-0000-00,Vacant Structure,Disposition in Process,URA Owned,UPR-A,115 DINWIDDIE ST
0011-E-00072-0000-00,Vacant Land,Disposition in Process,URA Owned,UPR-A,0 DINWIDDIE ST
0011-E-00073-0000-00,Vacant Land,Disposition in Process,URA Owned,UPR-A,0 DINWIDDIE ST
0011-E-00297-000B-00,Vacant Land,Exclusive Negotiations,URA Owned,RM-M,0 KEARNEY WAY
0011-E-00298-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,RM-M,1717 COLWELL ST
0011-E-00298-000A-00,Vacant Land,Exclusive Negotiations,URA Owned,RM-M,0 COLWELL ST
0011-E-00299-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,RM-M,0 COLWELL ST
0011-E-00300-000B-00,Vacant Land,Exclusive Negotiations,URA Owned,RM-M,0 COLWELL ST
0011-E-00301-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,RM-M,0 COLWELL ST
0011-E-00305-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,RM-M,0 MILLER ST
0011-E-00307-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,RM-M,0 MILLER ST
0011-E-00308-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,RM-M,0 MILLER ST
0011-E-00309-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,RM-M,0 MILLER ST
0011-E-00310-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,RM-M,0 MILLER ST
0011-E-00311-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,RM-M,0 MILLER ST
0011-E-00312-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,RM-M,0 MILLER ST
0011-E-00313-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,RM-M,0 MILLER ST
0011-E-00314-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,RM-M,0 MILLER ST
0011-E-00315-0000-00,Vacant Land,Deleted,,RM-M,0 Miller Street
0011-E-00318-0000-00,Vacant Land,Exclusive Negotiations,URA Owned,RM-M,0 MILLER ST
0011-E-00358-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 MILLER ST
0011-E-00359-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 MILLER ST
0011-E-00360-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 MILLER ST
0011-E-00361-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 MILLER ST
0011-R-00015-0000-00,Vacant Land,Easement Area,URA Owned,SP-1,0 2ND AVE
0011-S-00030-0000-00,Vacant Land,Easement Area,URA Owned,SP-1,0 2ND AVE
0011-S-00040-0000-00,Street,To Be Dedicated,URA Owned,SP-1,0 2ND AVE
0011-S-00044-0000-00,Vacant Land,Available,URA Owned,SP-1,0 2ND AVE
0011-S-00046-0000-00,Vacant Land,Easement Area,URA Owned,SP-1,0 TECHNOLOGY DR
0012-H-00230-0000-00,Vacant Land,Disposition in Process,URA Owned,SP-5,0 E CARSON ST
0012-M-00340-0000-00,Parking Structure,Disposition in Process,URA Owned,SP-5,2640 SIDNEY ST
0013-G-00267-0000-00,Vacant Land,Available,URA Owned,R1D-H,0 PATTERSON ST
0013-G-00271-0000-00,Vacant Land,Available,URA Owned,R1D-H,0 BERG ST
0014-E-00107-0000-00,Vacant Land,Available,URA Owned,R2-H,0 CLIMAX ST
0014-K-00177-0000-00,Vacant Structure,Hold for Study,URA Owned,R1D-H,325 JUCUNDA ST
0015-G-00076-0000-00,Vacant Land,Available,URA Owned,R2-H,65 INDUSTRY ST
0015-G-00236-0000-00,Vacant Land,Available,URA Owned,R2-H,211 CLIMAX ST
0015-H-00185-0000-00,Vacant Land,Available,URA Owned,R2-H,0 CLIMAX ST
0015-H-00186-0000-00,Vacant Land,Available,URA Owned,R2-H,0 CLIMAX ST
0015-L-00091-0000-00,Vacant Land,Available,URA Owned,R2-H,0 SYLVANIA AVE
0015-L-00092-0000-00,Vacant Land,Available,URA Owned,R2-H,69 SYLVANIA AVE
0015-L-00108-0000-00,Vacant Land,Available,URA Owned,R2-H,0 SHANNON WAY
0015-M-00050-0000-00,Vacant Land,Available,URA Owned,R2-H,0 CEDARHURST ST
0015-M-00192-0000-00,Vacant Land,Available,URA Owned,R2-H,0 SYLVANIA AVE
0015-R-00082-0000-00,Vacant Land,Available,URA Owned,R2-H,0 TAFT AVE
0015-R-00133-0000-00,Vacant Land,Available,URA Owned,R2-H,0 MONTOOTH ST
0015-S-00061-0000-00,Vacant Land,Available,URA Owned,R2-H,414 MICHIGAN ST
0019-H-00074-0000-00,Vacant Land,Available,URA Owned,R1D-L,0 KERR ST
0020-L-00178-0000-00,Vacant Land,Available,URA Owned,R1D-H,0 MORENA AVE
0022-H-00044-0000-00,Vacant Land,Site Assemblage,URA Owned,RM-M,0 CALIFORNIA AVE
0022-H-00044-000A-00,Vacant Land,Site Assemblage,URA Owned,RM-M,0 LYSLE ST
0022-H-00048-0000-00,Vacant Land,Site Assemblage,URA Owned,RM-M,0 LYSLE ST
0022-L-00208-000A-00,Vacant Land,Hold for Study,URA Owned,R1A-H,0 DECATUR ST
0022-L-00208-000B-00,Vacant Land,Hold for Study,URA Owned,R1A-H,0 DECATUR ST
0022-L-00299-0000-00,Vacant Land,Hold for Study,URA Owned,R1A-H,0 LIVERPOOL ST
0022-P-00029-0000-00,Vacant Land,Hold for Study,URA Owned,R1A-H,0 WARLO ST
0022-P-00085-0000-00,Vacant Land,Hold for Study,URA Owned,R1A-H,1422 CHATEAU ST
0022-P-00088-0000-00,Vacant Land,Hold for Study,URA Owned,R1A-H,0 CHATEAU ST
0022-P-00103-0000-00,Vacant Land,Hold for Study,URA Owned,R1A-H,0 SIGSBEE WAY
0022-R-00008-000A-00,Vacant Land,Hold for Study,URA Owned,R1A-H,1236 WARLO ST
0022-R-00008-000C-00,Vacant Land,Hold for Study,URA Owned,R1A-H,1234 WARLO ST
0022-R-00204-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 HAMLIN ST
0022-R-00209-000A-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 HAMLIN ST
0024-B-00330-0000-00,Vacant Land,Disposition in Process,URA Owned,R1D-M,0 SEIDLE ST
0025-M-00243-0000-00,Vacant Land,Available,URA Owned,R2-H,0 PHELAN WAY
0025-S-00110-0000-00,Vacant Structure,Exclusive Negotiations,URA Owned,RM-M,2851 BEDFORD AVE
0025-S-00178-0000-00,Vacant Land,Available,URA Owned,RM-M,0 WHITE ST
0025-S-00183-0000-00,Vacant Land,Available,URA Owned,RM-M,0 WHITE ST
0025-S-00198-0000-00,Vacant Land,Available,URA Owned,RM-M,2919 BEDFORD AVE
0025-S-00230-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 BEDFORD AVE
0025-S-00231-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 BEDFORD AVE
0025-S-00234-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 MARCELLA ST
0025-S-00249-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 MARCELLA ST
0025-S-00258-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 MARCELLA ST
0025-S-00259-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 MARCELLA ST
0026-N-00013-0000-00,Vacant Land,Hold from Market,URA Owned,R2-L,0 MILWAUKEE ST
0026-N-00014-0000-00,Vacant Land,Hold from Market,URA Owned,R2-L,0 BRYN MAWR RD
0026-N-00014-000A-00,Vacant Land,Hold from Market,URA Owned,R2-L,0 BRYN MAWR RD
0026-N-00015-0000-00,Vacant Land,Hold from Market,URA Owned,R2-L,0 BRYN MAWR RD
0026-N-00300-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,825 HERRON AVE
0026-N-00316-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 HERRON AVE
0026-N-00318-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 HERRON AVE
0026-N-00319-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 HERRON AVE
0026-N-00320-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 HERRON AVE
0026-N-00321-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 HERRON AVE
0026-N-00322-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 HERRON AVE
0026-N-00323-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 HERRON AVE
0026-N-00333-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 MARCELLA ST
0027-A-00084-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 ORBIN ST
0027-A-00085-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 ORBIN ST
0027-A-00086-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 ORBIN ST
0027-A-00090-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 ORBIN ST
0027-A-00115-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 WYLIE AVE
0027-A-00116-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 GRANITE ST
0027-A-00117-0000-00,Vacant Land,Hold for Study,URA Owned,RM-M,0 WYLIE AVE
0027-A-00197-0000-00,Vacant Land,Hold for Study,URA Owned,R2-L,0 OSSIPEE ST
