Parcel Number,Property Status,Inventory Type
0040F00116000000,Hold for Study,Hold For Study
0040H00040000000,Available for Sale,Public Sale
0040H00097000000,Hold for Study,Hold For Study
0040H00184000000,Hold for Study,Hold for Study
0040H00185000000,Hold for Study,Hold for Study
0040L00161000000,Available for Sale,Public Sale
0040L00212000000,Available for Sale,Public Sale
0040M00119000000,Available for Sale,Public Sale
0040M00122000000,Available for Sale,Public Sale
0040M00247000000,Hold for Study,Hold For Study
0040M00285000000,Hold for Study,Hold For Study
0040S00035000000,Available for Sale,Public Sale
0040S00068000000,Available for Sale,Public Sale
0040S00075000000,Available for Sale,Public Sale
0040S00098000000,Available for Sale,Public Sale
0041A00006000000,Hold for Study,Hold For Study
0041A00047000000,Available for Sale,Public Sale
0041A00126000000,Available for Sale,Public Sale
0041B00280000000,Hold for Study,Hold for Study
0041B00284000000,Hold for Study,Hold for Study
0041B00292000000,Hold for Study,Hold for Study
0041B00297000000,Hold for Study,Hold for Study
0041B00300000000,Hold for Study,Hold for Study
0041D00078000000,Hold for Study,Hold for Study
0041D00160000000,Hold for Study,Hold for Study
0041E00252000000,Hold for Study,Hold For Study
0041E00257000000,Hold for Study,Hold For Study
0041E00260000000,Available for Sale,Public Sale
0041E00263000000,Hold for Study,Hold For Study
0041E00264000000,Hold for Study,Hold For Study
0041E00267000000,Hold for Study,Hold For Study
0041G00174000000,Hold for Study,Hold For Study
0041G00176000000,Hold for Study,Hold For Study
0041G00229000000,Hold for Study,Hold For Study
0041G00241000000,Hold for Study,Hold For Study
0041G00242000000,Hold for Study,Hold For Study
0041G00243000000,Hold for Study,Hold For Study
0041G00245000000,Hold for Study,Hold For Study
0041G00246000000,Hold for Study,Hold For Study
0041G00247000000,Hold for Study,Hold For Study
0041G00270000000,Hold for Study,Hold For Study
0041G00271000000,Hold for Study,Hold For Study
0041G00272000000,Hold for Study,Hold For Study
0041G00286000000,Hold for Study,Hold For Study
0041G00297000000,Hold for Study,Hold For Study
0041G00300000000,Hold for Study,Hold For Study
0041G00304000000,Hold for Study,Hold For Study
0041G00316000000,Available for Sale,Public Sale
0041G00327000000,Hold for Study,Hold For Study
0041H00028000000,Hold for Study,Hold For Study
0041H00029000000,Hold for Study,Hold For Study
0041H00031000000,Hold for Study,Hold For Study
0041H00032000000,Hold for Study,Hold For Study
0041H00033000000,Hold for Study,Hold For Study
0041H00034000000,Hold for Study,Hold For Study
0041H00044000000,Hold for Study,Hold For Study
0041H00059000000,Hold for Study,Hold For Study
0041H00066000000,Hold for Study,Hold For Study
0041H00068000000,Hold for Study,Hold For Study
0041H00070000000,Hold for Study,Hold For Study
0041H00073000000,Hold for Study,Hold For Study
0041H00112000000,Hold for Study,Hold For Study
0041H00117000000,Hold for Study,Hold For Study
0041H00140000000,Hold for Study,Hold For Study
0041H00152000000,Hold for Study,Hold For Study
0041H00155000000,Hold for Study,Hold For Study
0041H00157000000,Hold for Study,Hold For Study
0041H00161000000,Hold for Study,Hold For Study
0041H00164000000,Hold for Study,Hold For Study
0041H00165000000,Hold for Study,Hold For Study
0041H00168000000,Hold for Study,Hold For Study
0041H00169000000,Hold for Study,Hold For Study
0041H00172000000,Hold for Study,Hold For Study
0041H00173000000,Hold for Study,Hold For Study
0041H00180000000,Hold for Study,Hold For Study
0041H00190000000,Hold for Study,Hold for Study
0041K00125000000,Hold for Study,Hold For Study
0041L00028000000,Hold for Study,Hold For Study
0041L00050000000,Hold for Study,Hold For Study
0041L00135000000,Hold for Study,Hold For Study
0041M00352000000,Hold for Study,Hold For Study
0041R00155000000,Hold for Study,Hold For Study
0041R00235000000,Available for Sale,Public Sale
0042A00010000000,Hold for Study,Hold For Study
0042C00013000000,Available for Sale,Public Sale
0042C00018000000,Available for Sale,Public Sale
0042C00037000000,Available for Sale,Public Sale
0042C00058000000,Hold for Study,Hold For Study
0042C00061000000,Hold for Study,Hold For Study
0042C00067000000,Available for Sale,Public Sale
0042C00069000000,Available for Sale,Public Sale
0042C00213000000,Available for Sale,Public Sale
0042D00319000000,Hold for Study,Hold For Study
0042D00323000000,Available for Sale,Public Sale
0042D00325000000,Hold for Study,Hold For Study
0042D00336000000,Hold for Study,Hold For Study
0042D00340000000,Hold for Study,Hold For Study
0042D00343000000,Hold for Study,Hold For Study
0042D00355000000,Hold for Study,Hold For Study
0042D00366000000,Hold for Study,Hold For Study
0042E00038000000,Available for Sale,Public Sale
0042F00002000000,Hold for Study,Hold For Study
0042F00225000000,Hold for Study,Hold For Study
0042G00037000000,Available for Sale,Public Sale
0042G00075000000,Available for Sale,Public Sale
0042G00106000000,Available for Sale,Public Sale
0042G00118000000,Available for Sale,Public Sale
0042G00135000000,Available for Sale,Public Sale
0042G00150000000,Available for Sale,Public Sale
0042G00151000000,Available for Sale,Public Sale
0042G00184000000,Available for Sale,Public Sale
0042G00233000000,Available for Sale,Public Sale
0042G00248000000,Available for Sale,Public Sale
0042G00280000000,Hold for Study,Hold For Study
0042G00300000000,Hold for Study,Hold For Study
0042G00301000000,Hold for Study,Hold For Study
0042G00302000000,Hold for Study,Hold For Study
0042G00303000000,Hold for Study,Hold For Study
0042G00304000000,Hold for Study,Hold For Study
0042G00305000000,Hold for Study,Hold For Study
0042G00306000000,Hold for Study,Hold For Study
0042G00307000000,Hold for Study,Hold For Study
0042G00308000000,Hold for Study,Hold For Study
0042G00312000000,Available for Sale,Public Sale
0042H00027000000,Available for Sale,Public Sale
0042H00028000000,Available for Sale,Public Sale
0042H00077000000,Available for Sale,Public Sale
0042H00081000000,Available for Sale,Public Sale
0042H00083000000,Hold for Study,Hold for Study
0042H00084000000,Hold for Study,Hold for Study
0042H00085000000,Hold for Study,Hold for Study
0042H00086000000,Hold for Study,Hold for Study
0042H00101000000,Available for Sale,Public Sale
0042H00114000000,Available for Sale,Public Sale
0042H00115000000,Available for Sale,Public Sale
0042H00118000000,Available for Sale,Public Sale
0042H00127000000,Available for Sale,Public Sale
0042H00180000000,Hold for Study,Hold for Study
0042H00182000000,Hold for Study,Hold for Study
0042H00187000000,Hold for Study,Hold For Study
0042H00188000000,Hold for Study,Hold For Study
0042H00306000000,Hold for Study,Hold For Study
0042H00311000000,Hold for Study,Hold For Study
0042H00313000000,Hold for Study,Hold For Study
0042H00315000000,Hold for Study,Hold For Study
0042H00316000000,Hold for Study,Hold For Study
0042H00317000000,Hold for Study,Hold For Study
0042H00319000000,Hold for Study,Hold For Study
0042H00321000000,Hold for Study,Hold For Study
0042H00325000000,Hold for Study,Hold For Study
0042H00330000000,Hold for Study,Hold For Study
0042H00331000000,Hold for Study,Hold For Study
0042H00345000000,Hold for Study,Hold For Study
0042J00024000000,Hold for Study,Hold for Study
0042J00026000000,Hold for Study,Hold for Study
0042K00052000000,Hold for Study,Hold For Study
0042K00055000000,Hold for Study,Hold For Study
0042K00057000000,Hold for Study,Hold For Study
0042K00062000000,Available for Sale,Public Sale
0042M00022000000,Available for Sale,PLB Transfer
0042M00070000000,Available for Sale,Public Sale
0042M00144000000,Available for Sale,Public Sale
0042M00269000000,Available for Sale,Public Sale
0042N00044000000,Hold for Study,Hold For Study
0042N00049000000,Hold for Study,Hold For Study
0042N00143000000,Available for Sale,Public Sale
0042N00197000000,Available for Sale,Public Sale
0042N00320000000,Hold for Study,Hold For Study
0042N00335000000,Available for Sale,Public Sale
0042N00354000000,Hold for Study,Hold For Study
0042P00196000000,Available for Sale,Public Sale
0042P00208000000,Available for Sale,Public Sale
0042P00210000000,Available for Sale,Public Sale
0042R00156000000,Available for Sale,URA Transfer
0042R00322000000,Available for Sale,Public Sale
0042S00067000000,Hold for Study,Hold for Study
0042S00068000000,Hold for Study,Hold for Study
0042S00100000000,Hold for Study,Hold for Study
0042S00200000000,Available for Sale,Public Sale
0042S00207000000,Hold for Study,Hold for Study
0042S00208000000,Hold for Study,Hold for Study
0042S00309000000,Available for Sale,Public Sale
0042S00321000000,Available for Sale,Public Sale
0042S00332000000,Available for Sale,Public Sale
0042S00342000000,Available for Sale,Public Sale
0042S00344000000,Available for Sale,Public Sale
0043R00177000000,Available for Sale,Public Sale
0043S00019000000,Hold for Study,Hold For Study
0044C00246000000,Available for Sale,Public Sale
0044D00015000000,Available for Sale,Public Sale
0044D00070000000,Available for Sale,Public Sale
0044D00091000000,Available for Sale,Public Sale
0044D00115000000,Available for Sale,Public Sale
0044D00176000000,Available for Sale,Public Sale
0044D00193000000,Available for Sale,Public Sale
0044D00235000000,Available for Sale,Public Sale
0044D00244000000,Available for Sale,Public Sale
0044D00245000000,Available for Sale,Public Sale
0044D00258000000,Available for Sale,Public Sale
0044D00323000000,Available for Sale,Public Sale
0044D00331000000,Available for Sale,Public Sale
0044D00334000000,Available for Sale,Public Sale
0044D00337000000,Hold for Study,Hold For Study
0044D00340000000,Hold for Study,Hold For Study
0044D00341000000,Hold for Study,Hold For Study
0044H00055000000,Hold for Study,Hold For Study
0044H00056000000,Hold for Study,Hold For Study
0044H00058000000,Hold for Study,Hold For Study
0044H00111000000,Available for Sale,Public Sale
0044H00118000000,Available for Sale,Public Sale
0044H00264000000,Available for Sale,Public Sale
0044H00265000000,Available for Sale,Public Sale
0044M00009000A00,Available for Sale,Public Sale
0044M00014000000,Available for Sale,Public Sale
0044M00017000000,Available for Sale,Public Sale
0044M00018000000,Available for Sale,Public Sale
0044M00018000A00,Available for Sale,Public Sale
0044M00020000A00,Available for Sale,Public Sale
0044M00026000000,Available for Sale,Public Sale
0045A00182000A00,Available for Sale,Public Sale
0045A00273000000,Hold for Study,Hold For Study
0045A00275000000,Hold for Study,Hold For Study
0045A00277000000,Hold for Study,Hold For Study
0045A00280000000,Hold for Study,Hold For Study
0045B00118000000,Available for Sale,Public Sale
0045E00147000000,Available for Sale,Public Sale
0045E00181000000,Available for Sale,Public Sale
0045E00197000000,Available for Sale,Public Sale
0045H00007000000,Hold for Study,Hold For Study
0045H00010000000,Hold for Study,Hold For Study
0045H00011000000,Hold for Study,Hold For Study
0045H00013000000,Hold for Study,Hold For Study
0045H00214000000,Hold for Study,Hold for Study
0045H00216000000,Hold for Study,Hold for Study
0045H00217000000,Hold for Study,Hold for Study
0045H00218000000,Hold for Study,Hold for Study
0045H00219000000,Hold for Study,Hold For Study
0045H00219000100,Hold for Study,Hold For Study
0045H00221000000,Hold for Study,Hold for Study
0045H00234000000,Hold for Study,Hold For Study
0045H00241000000,Hold for Study,Hold For Study
0045H00244000000,Hold for Study,Hold For Study
0045H00245000000,Hold for Study,Hold For Study
0045H00246000000,Hold for Study,Hold For Study
0045H00248000000,Hold for Study,Hold For Study
0045H00249000000,Hold for Study,Hold For Study
0045H00250000000,Hold for Study,Hold For Study
0045H00251000000,Hold for Study,Hold for Study
0045H00264000000,Hold for Study,Hold For Study
0045J00289000000,Available for Sale,Public Sale
0045J00290000000,Available for Sale,Public Sale
0045K00165000000,Available for Sale,Public Sale
0045L00009000000,Hold for Study,Hold For Study
0045L00010000000,Hold for Study,Hold For Study
0045L00012000000,Hold for Study,Hold For Study
0045L00016000000,Hold for Study,Hold For Study
0045L00018000000,Hold for Study,Hold For Study
0045L00019000000,Hold for Study,Hold For Study
0045L00022000000,Hold for Study,Hold For Study
0045L00023000000,Hold for Study,Hold For Study
0045L00024000000,Hold for Study,Hold For Study
0045L00034000000,Hold for Study,Hold For Study
0045L00037000000,Hold for Study,Hold For Study
0045L00038000000,Hold for Study,Hold For Study
0045L00039000000,Hold for Study,Hold For Study
0045L00041000000,Hold for Study,Hold For Study
0045L00044000000,Hold for Study,Hold For Study
0045L00045000000,Hold for Study,Hold For Study
0045L00051000000,Hold for Study,Hold For Study
0045L00052000000,Hold for Study,Hold For Study
0045M00013000000,Hold for Study,Hold For Study
0045M00020000000,Hold for Study,Hold For Study
0045M00022000000,Hold for Study,Hold For Study
0045M00025000000,Available for Sale,Public Sale
0045M00033000000,Available for Sale,Public Sale
0045M00036000000,Available for Sale,Public Sale
0045M00039000000,Hold for Study,Hold for Study
0045M00041000000,Hold for Study,Hold for Study
0045M00042000000,Hold for Study,Hold for Study
0045M00044000000,Hold for Study,Hold for Study
0045M00045000000,Hold for Study,Hold for Study
0045M00046000000,Hold for Study,Hold for Study
0045M00087000000,Available for Sale,Public Sale
0045M00089000000,Available for Sale,Public Sale
0045M00103000000,Available for Sale,Public Sale
0045M00107000000,Available for Sale,Public Sale
0045M00117000000,Available for Sale,Public Sale
0045M00118000000,Available for Sale,Public Sale
0045M00139000000,Available for Sale,URA Transfer
0045M00145000000,Available for Sale,URA Transfer
